product_id,source_name,source_url,source_title,translated_title,category_guess,source_price,source_shipping_fee,option_count,option_names,review_count,rating,seller_name,seller_score,recent_sales_hint,image_count,source_spec_text,source_component_text,collected_keyword,collected_at,collection_status,risk_hint,keyword_metadata,shipping_reliability_hint
RAW_1/4_3/8_adapter_11_xigfn,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_11_xigfn,1/4 3/8 adapter - Item 11,[자동번역] 1/4 3/8 adapter - 상품 11,CAMERA_ACC,94.19,0.00,8,"Type A, Type B",4,4.1,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_12_uurww,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_12_uurww,1/4 3/8 adapter - Item 12,[자동번역] 1/4 3/8 adapter - 상품 12,CAMERA_ACC,43.73,0.00,5,"1/4, 3/8, Universal",229,5.0,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_13_7bgwe,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_13_7bgwe,1/4 3/8 adapter - Item 13,[자동번역] 1/4 3/8 adapter - 상품 13,CAMERA_ACC,18.54,0.00,4,"Type A, Type B",612,4.9,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_14_0es6z,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_14_0es6z,1/4 3/8 adapter - Item 14,[자동번역] 1/4 3/8 adapter - 상품 14,CAMERA_ACC,98.82,0.00,6,"Type A, Type B",4,4.9,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_15_0ufdh,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_15_0ufdh,1/4 3/8 adapter - Item 15,[자동번역] 1/4 3/8 adapter - 상품 15,CAMERA_ACC,70.18,0.00,1,"1/4, 3/8, Universal",105,4.5,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,POTENTIAL_RISK_DETECTED,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_16_vl9sc,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_16_vl9sc,1/4 3/8 adapter - Item 16,[자동번역] 1/4 3/8 adapter - 상품 16,CAMERA_ACC,88.13,0.00,10,"Type A, Type B",163,4.7,Great Parts Store,4.8,0,5,Size: Standard,1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",NORMAL
RAW_1/4_3/8_adapter_17_es6be,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_17_es6be,1/4 3/8 adapter - Item 17,[자동번역] 1/4 3/8 adapter - 상품 17,CAMERA_ACC,74.49,0.00,3,"Type A, Type B",3,4.6,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_1/4_3/8_adapter_18_k9s89,Taobao,https://item.taobao.com/item.htm?id=RAW_1/4_3/8_adapter_18_k9s89,1/4 3/8 adapter - Item 18,[자동번역] 1/4 3/8 adapter - 상품 18,CAMERA_ACC,70.46,0.00,1,"1/4, 3/8, Universal",361,4.7,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: SPEC_MATCH",1x Screw Adapter,1/4 3/8 adapter,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""1/4 3/8 adapter"",""category_group"":""CAMERA_ACC"",""allowed_category"":""SCREW_ADAPTER"",""priority"":1,""search_intent"":""SPEC_MATCH"",""expected_buyer"":""PROFESSIONAL"",""cs_risk_level"":""LOW"",""memo"":""Clear spec search"",""active"":true}",FAST
RAW_3d_printer_nozzle_0.4mm_0_g9xja,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_0_g9xja,3d printer nozzle 0.4mm - Item 0,[자동번역] 3d printer nozzle 0.4mm - 상품 0,3D_PRINTER,53.09,0.00,5,"1/4, 3/8, Universal",121,4.9,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,POTENTIAL_RISK_DETECTED,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",FAST
RAW_3d_printer_nozzle_0.4mm_1_x4e2g,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_1_x4e2g,3d printer nozzle 0.4mm - Item 1,[자동번역] 3d printer nozzle 0.4mm - 상품 1,3D_PRINTER,50.98,0.00,5,"Type A, Type B",119,4.5,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_2_nheit,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_2_nheit,3d printer nozzle 0.4mm - Item 2,[자동번역] 3d printer nozzle 0.4mm - 상품 2,3D_PRINTER,25.57,0.00,8,"Type A, Type B",1,4.6,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",FAST
RAW_3d_printer_nozzle_0.4mm_3_996pe,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_3_996pe,3d printer nozzle 0.4mm - Item 3,[자동번역] 3d printer nozzle 0.4mm - 상품 3,3D_PRINTER,105.80,0.00,8,"1/4, 3/8, Universal",451,4.4,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_4_y8qsf,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_4_y8qsf,3d printer nozzle 0.4mm - Item 4,[자동번역] 3d printer nozzle 0.4mm - 상품 4,3D_PRINTER,57.12,0.00,5,"Type A, Type B",393,4.6,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_5_29akn,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_5_29akn,3d printer nozzle 0.4mm - Item 5,[자동번역] 3d printer nozzle 0.4mm - 상품 5,3D_PRINTER,69.51,0.00,7,"Type A, Type B",482,4.8,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_6_kdmzw,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_6_kdmzw,3d printer nozzle 0.4mm - Item 6,[자동번역] 3d printer nozzle 0.4mm - 상품 6,3D_PRINTER,80.03,0.00,8,"1/4, 3/8, Universal",397,4.9,Great Parts Store,4.8,100+,5,Size: Standard,,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_7_dwd6l,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_7_dwd6l,3d printer nozzle 0.4mm - Item 7,[자동번역] 3d printer nozzle 0.4mm - 상품 7,3D_PRINTER,98.22,0.00,4,"Type A, Type B",360,4.6,Great Parts Store,4.8,0,5,Size: Standard,,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_8_4xgii,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_8_4xgii,3d printer nozzle 0.4mm - Item 8,[자동번역] 3d printer nozzle 0.4mm - 상품 8,3D_PRINTER,81.98,0.00,7,"Type A, Type B",296,4.3,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_9_h88it,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_9_h88it,3d printer nozzle 0.4mm - Item 9,[자동번역] 3d printer nozzle 0.4mm - 상품 9,3D_PRINTER,18.96,0.00,9,"1/4, 3/8, Universal",0,4.8,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_10_2y4fx,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_10_2y4fx,3d printer nozzle 0.4mm - Item 10,[자동번역] 3d printer nozzle 0.4mm - 상품 10,3D_PRINTER,67.40,0.00,1,"Type A, Type B",28,4.1,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",FAST
RAW_3d_printer_nozzle_0.4mm_11_5a3o1,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_11_5a3o1,3d printer nozzle 0.4mm - Item 11,[자동번역] 3d printer nozzle 0.4mm - 상품 11,3D_PRINTER,56.35,0.00,7,"Type A, Type B",1,4.5,Great Parts Store,4.8,0,5,Size: Standard,1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_3d_printer_nozzle_0.4mm_12_q74ms,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_12_q74ms,3d printer nozzle 0.4mm - Item 12,[자동번역] 3d printer nozzle 0.4mm - 상품 12,3D_PRINTER,13.20,0.00,5,"1/4, 3/8, Universal",4,4.1,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",FAST
RAW_3d_printer_nozzle_0.4mm_13_pnk4o,Taobao,https://item.taobao.com/item.htm?id=RAW_3d_printer_nozzle_0.4mm_13_pnk4o,3d printer nozzle 0.4mm - Item 13,[자동번역] 3d printer nozzle 0.4mm - 상품 13,3D_PRINTER,23.96,0.00,7,"Type A, Type B",186,4.4,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: REPLACEMENT",1x Screw Adapter,3d printer nozzle 0.4mm,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""3d printer nozzle 0.4mm"",""category_group"":""3D_PRINTER"",""allowed_category"":""NOZZLE"",""priority"":1,""search_intent"":""REPLACEMENT"",""expected_buyer"":""MAKER"",""cs_risk_level"":""LOW"",""memo"":""Consumable part"",""active"":true}",NORMAL
RAW_cable_management_clip_0_g0ms8,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_0_g0ms8,cable management clip - Item 0,[자동번역] cable management clip - 상품 0,OFFICE,90.97,0.00,9,"1/4, 3/8, Universal",360,4.6,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,POTENTIAL_RISK_DETECTED,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",FAST
RAW_cable_management_clip_1_9qrje,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_1_9qrje,cable management clip - Item 1,[자동번역] cable management clip - 상품 1,OFFICE,35.27,0.00,8,"Type A, Type B",1,4.9,Great Parts Store,4.8,0,5,Size: Standard,1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",FAST
RAW_cable_management_clip_2_sm8bq,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_2_sm8bq,cable management clip - Item 2,[자동번역] cable management clip - 상품 2,OFFICE,32.92,0.00,10,"Type A, Type B",3,4.8,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_3_3ygrd,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_3_3ygrd,cable management clip - Item 3,[자동번역] cable management clip - 상품 3,OFFICE,90.57,0.00,4,"1/4, 3/8, Universal",237,4.6,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_4_qjjx6,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_4_qjjx6,cable management clip - Item 4,[자동번역] cable management clip - 상품 4,OFFICE,81.50,0.00,1,"Type A, Type B",967,4.1,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",FAST
RAW_cable_management_clip_5_th0qg,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_5_th0qg,cable management clip - Item 5,[자동번역] cable management clip - 상품 5,OFFICE,84.60,0.00,6,"Type A, Type B",1,4.9,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_6_1df4b,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_6_1df4b,cable management clip - Item 6,[자동번역] cable management clip - 상품 6,OFFICE,39.74,0.00,6,"1/4, 3/8, Universal",1,4.8,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_7_wc5k9,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_7_wc5k9,cable management clip - Item 7,[자동번역] cable management clip - 상품 7,OFFICE,50.35,0.00,4,"Type A, Type B",3,4.6,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",FAST
RAW_cable_management_clip_8_7qd5u,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_8_7qd5u,cable management clip - Item 8,[자동번역] cable management clip - 상품 8,OFFICE,21.15,0.00,3,"Type A, Type B",945,4.9,Great Parts Store,4.8,100+,5,Size: Standard,1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_9_97dtv,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_9_97dtv,cable management clip - Item 9,[자동번역] cable management clip - 상품 9,OFFICE,79.02,0.00,5,"1/4, 3/8, Universal",65,4.7,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_10_rn16j,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_10_rn16j,cable management clip - Item 10,[자동번역] cable management clip - 상품 10,OFFICE,60.17,0.00,3,"Type A, Type B",811,4.8,Great Parts Store,4.8,100+,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_11_smwov,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_11_smwov,cable management clip - Item 11,[자동번역] cable management clip - 상품 11,OFFICE,82.01,0.00,1,"Type A, Type B",916,4.1,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",FAST
RAW_cable_management_clip_12_m53j8,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_12_m53j8,cable management clip - Item 12,[자동번역] cable management clip - 상품 12,OFFICE,80.31,0.00,8,"1/4, 3/8, Universal",3,4.9,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",NORMAL
RAW_cable_management_clip_13_1ul3n,Taobao,https://item.taobao.com/item.htm?id=RAW_cable_management_clip_13_1ul3n,cable management clip - Item 13,[자동번역] cable management clip - 상품 13,OFFICE,52.04,0.00,3,"Type A, Type B",4,4.6,Great Parts Store,4.8,0,5,"Material: Metal, Size: 1/4 to 3/8, Keyword Intent: PROBLEM_SOLVE",1x Screw Adapter,cable management clip,2026-04-26T10:13:15.954Z,SUCCESS,,"{""keyword"":""cable management clip"",""category_group"":""OFFICE"",""allowed_category"":""CABLE_CLIP"",""priority"":2,""search_intent"":""PROBLEM_SOLVE"",""expected_buyer"":""OFFICE_WORKER"",""cs_risk_level"":""LOW"",""memo"":""Simple solve"",""active"":true}",FAST
